Timestamp,Param_1_CPU 总体占用率,Param_2_CPU 核心1占用,Param_3_CPU 核心2占用,Param_4_CPU 核心3占用,Param_5_CPU 核心4占用,Param_6_CPU 核心频率,Param_7_CPU 逻辑处理器数,Param_8_CPU 芯片架构,Param_9_CPU 封装温度,Param_10_CPU 核心 1 温度,Param_11_CPU 核心电压,Param_12_CPU 功耗,Param_13_GPU 总体占用率,Param_14_GPU 核心温度,Param_15_GPU 核心频率,Param_16_GPU 显存频率,Param_17_GPU 核心电压,Param_18_专用显存占用,Param_19_系统内存占用率,Param_20_可用系统内存,Param_21_系统内存总量,Param_22_页面文件/虚拟内存,Param_23_磁盘/存储占用率,Param_24_磁盘读取吞吐,Param_25_磁盘写入吞吐,Param_26_磁盘读取延迟,Param_27_磁盘写入延迟,Param_28_磁盘温度,Param_29_加速度计 (X轴),Param_30_加速度计 (Y轴),Param_31_加速度计 (Z轴),Param_32_陀螺仪 (Pitch/X),Param_33_陀螺仪 (Roll/Y),Param_34_陀螺仪 (Yaw/Z),Param_35_磁力计 X 场,Param_36_磁力计 Y 场,Param_37_磁力计 Z 场,Param_38_气压计 (大气压),Param_39_环境光传感器,Param_40_接近传感器距离,Param_41_GPS 纬度,Param_42_GPS 经度,Param_43_GPS 海拔高度,Param_44_GPS 地面速度,Param_45_GPS 运动航向,Param_46_GPS 垂直精度,Param_47_GPS 水平精度,Param_48_重力矢量 X,Param_49_重力矢量 Y,Param_50_重力矢量 Z,Param_51_线性加速度,Param_52_旋转矢量传感器,Param_53_电池电量百分比,Param_54_电池端子电压,Param_55_电池电流流速,Param_56_电池内部温度,Param_57_电源充电状态,Param_58_电池健康容量,Param_59_电池剩余续航时间,Param_60_环境温度模拟,Param_61_环境相对湿度,Param_62_麦克风声压级,Param_63_设备朝向 Alpha,Param_64_设备朝向 Beta,Param_65_设备朝向 Gamma,Param_66_计步器步数,Param_67_单步触发器,Param_68_显著运动触发,Param_69_主风扇转速,Param_70_次风扇转速,Param_71_水冷泵转速,Param_72_主板温度,Param_73_NFC 无线状态,Param_74_手电筒/闪光灯状态,Param_75_红外发射器状态,Param_76_Wi-Fi 热点名称 (SSID),Param_77_Wi-Fi 信号强度 RSSI,Param_78_Wi-Fi 链路速率,Param_79_蜂窝网络信号强度,Param_80_蜂窝网络技术类型,Param_81_已配对蓝牙设备数,Param_82_蓝牙信号 RSSI,Param_83_网络上行带宽,Param_84_网络下行带宽,Param_85_已发送网络数据包,Param_86_已接收网络数据包,Param_87_屏幕亮度等级,Param_88_屏幕刷新率,Param_89_屏幕分辨率宽度,Param_90_屏幕分辨率高度,Param_91_光学心率 (PPG),Param_92_血氧饱和度 (SpO2),Param_93_指纹识别传感器,Param_94_人脸识别状态,Param_95_操作系统运行时间,Param_96_活跃运行进程数,Param_97_活跃线程总数,Param_98_本地局域网 IP,Param_99_SIM卡就绪状态,Param_100_设备静音物理开关
"2026-09-08T14:40:18.494Z","23.7%","30.0%","17.6%","9.3%","29.0%","2.4 GHz","4","iPhone","43.1 °C","40.3 °C","1.12 V","5.5 W","9.1%","42.9 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241136°","21.3 m","0.0 m/s","180.0°","3.2 m","21.8 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","136 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:40:23.696Z","30.4%","13.0%","28.8%","7.5%","25.3%","2.4 GHz","4","iPhone","40.9 °C","41.2 °C","1.12 V","4.3 W","16.5%","42.5 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516688°","100.241143°","21.5 m","0.0 m/s","180.0°","3.2 m","21.4 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","142 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:40:28.895Z","32.7%","17.9%","28.1%","22.8%","20.1%","2.4 GHz","4","iPhone","40.6 °C","41.6 °C","1.12 V","5.1 W","14.1%","42.6 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516679°","100.241148°","21.4 m","0.2 m/s","180.0°","3.2 m","21.4 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","147 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:40:34.095Z","26.6%","30.6%","14.1%","29.8%","32.0%","2.4 GHz","4","iPhone","39.5 °C","40.3 °C","1.12 V","4.8 W","8.8%","40.0 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516698°","100.241138°","21.4 m","0.1 m/s","180.0°","3.2 m","21.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","152 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:40:39.295Z","15.0%","18.8%","13.2%","13.1%","19.1%","2.4 GHz","4","iPhone","38.6 °C","41.6 °C","1.12 V","4.7 W","12.0%","39.9 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516698°","100.241140°","21.2 m","0.2 m/s","180.0°","3.2 m","21.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","157 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:40:44.494Z","34.4%","30.8%","11.7%","5.4%","13.1%","2.4 GHz","4","iPhone","39.1 °C","37.3 °C","1.12 V","3.8 W","16.3%","42.6 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516706°","100.241143°","21.1 m","0.0 m/s","180.0°","3.2 m","7.7 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","162 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:40:49.694Z","33.8%","25.7%","18.5%","6.4%","10.9%","2.4 GHz","4","iPhone","39.2 °C","39.9 °C","1.12 V","5.1 W","11.3%","40.0 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516704°","100.241141°","21.1 m","0.0 m/s","180.0°","3.2 m","6.6 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","168 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:40:54.894Z","14.4%","22.5%","23.6%","26.5%","20.4%","2.4 GHz","4","iPhone","40.2 °C","39.7 °C","1.12 V","4.0 W","18.0%","41.5 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516704°","100.241140°","21.1 m","0.0 m/s","180.0°","3.2 m","6.3 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","173 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:41:00.095Z","18.2%","31.7%","18.4%","9.0%","28.2%","2.4 GHz","4","iPhone","39.5 °C","38.1 °C","1.12 V","3.9 W","6.7%","42.1 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516704°","100.241140°","21.1 m","0.0 m/s","180.0°","3.2 m","5.6 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","178 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:41:05.297Z","14.5%","27.1%","8.4%","6.2%","21.4%","2.4 GHz","4","iPhone","39.7 °C","41.9 °C","1.12 V","5.3 W","9.1%","41.3 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516703°","100.241139°","21.1 m","0.0 m/s","180.0°","3.2 m","5.1 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","183 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:41:10.498Z","28.7%","34.8%","13.2%","16.7%","34.4%","2.4 GHz","4","iPhone","42.2 °C","38.8 °C","1.12 V","3.9 W","14.3%","42.4 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516702°","100.241139°","21.1 m","0.0 m/s","180.0°","3.2 m","4.7 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","188 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:41:15.702Z","28.6%","19.3%","26.9%","31.1%","19.3%","2.4 GHz","4","iPhone","41.5 °C","39.7 °C","1.12 V","4.5 W","17.6%","41.8 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516702°","100.241139°","21.1 m","0.0 m/s","180.0°","3.2 m","4.6 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","194 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:41:20.901Z","30.0%","23.1%","19.9%","10.3%","5.3%","2.4 GHz","4","iPhone","42.4 °C","38.4 °C","1.12 V","4.9 W","12.7%","39.7 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516702°","100.241139°","21.1 m","0.0 m/s","180.0°","3.2 m","4.4 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","199 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:41:26.101Z","30.9%","18.2%","26.9%","10.2%","18.1%","2.4 GHz","4","iPhone","43.0 °C","39.8 °C","1.12 V","4.2 W","5.6%","40.8 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516702°","100.241139°","21.1 m","0.0 m/s","180.0°","3.2 m","4.3 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","204 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:41:31.300Z","16.7%","23.7%","31.6%","9.4%","23.9%","2.4 GHz","4","iPhone","40.3 °C","39.4 °C","1.12 V","4.1 W","17.9%","42.3 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516702°","100.241138°","21.1 m","0.0 m/s","180.0°","3.2 m","4.1 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","209 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:42:05.070Z","27.2%","31.1%","13.9%","15.6%","29.2%","2.4 GHz","4","iPhone","43.9 °C","38.4 °C","1.12 V","4.8 W","16.7%","39.7 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516710°","100.241141°","31.1 m","0.0 m/s","180.0°","3.2 m","3.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","7 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:42:10.270Z","11.6%","15.0%","10.5%","12.0%","22.4%","2.4 GHz","4","iPhone","40.7 °C","40.8 °C","1.12 V","3.5 W","9.0%","42.2 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516710°","100.241141°","31.2 m","0.0 m/s","180.0°","3.2 m","2.8 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","12 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:42:15.468Z","22.1%","21.3%","9.5%","6.4%","14.9%","2.4 GHz","4","iPhone","39.6 °C","41.1 °C","1.12 V","4.1 W","10.8%","39.4 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516710°","100.241140°","32.5 m","0.0 m/s","180.0°","3.2 m","3.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","17 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
